occurrence_no,specimen_no,identified_name_x,identified_rank,accepted_name,accepted_rank,early_interval,late_interval,max_ma,min_ma,phylum,class,order,family,genus,longitude,latitude,Country,state,county,paleoage,paleolng,paleolat,paleolng2,paleolat2,paleolng3,paleolat3,formation,stratscale,lithology1,lithology2,environment,assembl_comps,pres_mode,preservation_quality,fragmentation,taxon_environment,motility,life_habit,vision,diet,reproduction,composition,specimen_id,is_type,specimen_part,n_measurements,identified_name_y,measurement_type,average
471740,80175.0,n. gen. Neovenator n. sp. salerii,species,Neovenator salerii,species,Late Barremian,,125.77,121.4,Chordata,Reptilia,Theropoda,Neovenatoridae,Neovenator,-1.41035,50.635109,UK,England,Isle of Wight,mid,23.83,37.05,9.67,41.02,14.34,34.0,Wessex,bed,siltstone,claystone,alluvial fan,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MIWG 6348,holotype,tibia,1.0,Neovenator salerii,length,685.0
471740,80176.0,n. gen. Neovenator n. sp. salerii,species,Neovenator salerii,species,Late Barremian,,125.77,121.4,Chordata,Reptilia,Theropoda,Neovenatoridae,Neovenator,-1.41035,50.635109,UK,England,Isle of Wight,mid,23.83,37.05,9.67,41.02,14.34,34.0,Wessex,bed,siltstone,claystone,alluvial fan,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MIWG 6348,holotype,fibula,1.0,Neovenator salerii,length,618.0
534970,80178.0,n. gen. Mapusaurus n. sp. roseae,species,Mapusaurus roseae,species,Late Cenomanian,Turonian,100.5,89.8,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Mapusaurus,-69.286942,-39.063889,AR,Neuquén,,mid,-35.83,-38.48,-46.42,-45.88,-37.11,-43.62,Huincul,bed,sandstone,sandstone,"""channel""","macrofossils,mesofossils",body,poor,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MCF-PVPH-108.45,paratype,humerus,1.0,Mapusaurus roseae,width,51.0
534970,80178.0,n. gen. Mapusaurus n. sp. roseae,species,Mapusaurus roseae,species,Late Cenomanian,Turonian,100.5,89.8,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Mapusaurus,-69.286942,-39.063889,AR,Neuquén,,mid,-35.83,-38.48,-46.42,-45.88,-37.11,-43.62,Huincul,bed,sandstone,sandstone,"""channel""","macrofossils,mesofossils",body,poor,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MCF-PVPH-108.45,paratype,humerus,1.0,Mapusaurus roseae,length,300.0
534970,80179.0,n. gen. Mapusaurus n. sp. roseae,species,Mapusaurus roseae,species,Late Cenomanian,Turonian,100.5,89.8,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Mapusaurus,-69.286942,-39.063889,AR,Neuquén,,mid,-35.83,-38.48,-46.42,-45.88,-37.11,-43.62,Huincul,bed,sandstone,sandstone,"""channel""","macrofossils,mesofossils",body,poor,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MCF-PVPH-108.46,paratype,radius,1.0,Mapusaurus roseae,circumference,27.5
534970,80180.0,n. gen. Mapusaurus n. sp. roseae,species,Mapusaurus roseae,species,Late Cenomanian,Turonian,100.5,89.8,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Mapusaurus,-69.286942,-39.063889,AR,Neuquén,,mid,-35.83,-38.48,-46.42,-45.88,-37.11,-43.62,Huincul,bed,sandstone,sandstone,"""channel""","macrofossils,mesofossils",body,poor,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MCF-PVPH-108.234,paratype,femur,1.0,Mapusaurus roseae,length,1300.0
534970,80180.0,n. gen. Mapusaurus n. sp. roseae,species,Mapusaurus roseae,species,Late Cenomanian,Turonian,100.5,89.8,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Mapusaurus,-69.286942,-39.063889,AR,Neuquén,,mid,-35.83,-38.48,-46.42,-45.88,-37.11,-43.62,Huincul,bed,sandstone,sandstone,"""channel""","macrofossils,mesofossils",body,poor,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MCF-PVPH-108.234,paratype,femur,1.0,Mapusaurus roseae,circumference,44.5
534970,80181.0,n. gen. Mapusaurus n. sp. roseae,species,Mapusaurus roseae,species,Late Cenomanian,Turonian,100.5,89.8,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Mapusaurus,-69.286942,-39.063889,AR,Neuquén,,mid,-35.83,-38.48,-46.42,-45.88,-37.11,-43.62,Huincul,bed,sandstone,sandstone,"""channel""","macrofossils,mesofossils",body,poor,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MCF-PVPH-108.88,paratype,tibia,1.0,Mapusaurus roseae,length,887.0
534970,80182.0,n. gen. Mapusaurus n. sp. roseae,species,Mapusaurus roseae,species,Late Cenomanian,Turonian,100.5,89.8,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Mapusaurus,-69.286942,-39.063889,AR,Neuquén,,mid,-35.83,-38.48,-46.42,-45.88,-37.11,-43.62,Huincul,bed,sandstone,sandstone,"""channel""","macrofossils,mesofossils",body,poor,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MCF-PVPH-108.132,paratype,fibula,1.0,Mapusaurus roseae,length,640.0
534970,80183.0,n. gen. Mapusaurus n. sp. roseae,species,Mapusaurus roseae,species,Late Cenomanian,Turonian,100.5,89.8,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Mapusaurus,-69.286942,-39.063889,AR,Neuquén,,mid,-35.83,-38.48,-46.42,-45.88,-37.11,-43.62,Huincul,bed,sandstone,sandstone,"""channel""","macrofossils,mesofossils",body,poor,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MCF-PVPH-108.68,paratype,tibia,1.0,Mapusaurus roseae,length,1075.0
534970,80184.0,n. gen. Mapusaurus n. sp. roseae,species,Mapusaurus roseae,species,Late Cenomanian,Turonian,100.5,89.8,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Mapusaurus,-69.286942,-39.063889,AR,Neuquén,,mid,-35.83,-38.48,-46.42,-45.88,-37.11,-43.62,Huincul,bed,sandstone,sandstone,"""channel""","macrofossils,mesofossils",body,poor,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MCF-PVPH-108.196,paratype,fibula,1.0,Mapusaurus roseae,length,860.0
489691,80185.0,n. gen. Saurophagus n. sp. maximus,species,Allosaurus fragilis,species,Late Kimmeridgian,Tithonian,152.2,145.0,Chordata,Reptilia,Theropoda,Allosauridae,Allosaurus,-102.826103,36.898899,US,Oklahoma,Cimarron,mid,-39.82,23.05,-51.73,32.67,-42.57,26.28,Morrison,bed,mudstone,sandstone,wet floodplain,"macrofossils,mesofossils",body,medium,frequent,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,OMNH 1370,paratype,tibia,1.0,Saurophagus maximus,length,955.0
489691,80186.0,n. gen. Saurophagus n. sp. maximus,species,Allosaurus fragilis,species,Late Kimmeridgian,Tithonian,152.2,145.0,Chordata,Reptilia,Theropoda,Allosauridae,Allosaurus,-102.826103,36.898899,US,Oklahoma,Cimarron,mid,-39.82,23.05,-51.73,32.67,-42.57,26.28,Morrison,bed,mudstone,sandstone,wet floodplain,"macrofossils,mesofossils",body,medium,frequent,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,OMNH 1708,paratype,femur,1.0,Saurophagus maximus,length,1059.0
489691,80187.0,n. gen. Saurophagus n. sp. maximus,species,Allosaurus fragilis,species,Late Kimmeridgian,Tithonian,152.2,145.0,Chordata,Reptilia,Theropoda,Allosauridae,Allosaurus,-102.826103,36.898899,US,Oklahoma,Cimarron,mid,-39.82,23.05,-51.73,32.67,-42.57,26.28,Morrison,bed,mudstone,sandstone,wet floodplain,"macrofossils,mesofossils",body,medium,frequent,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,OMNH 1935,paratype,humerus,1.0,Saurophagus maximus,length,545.0
402867,80193.0,n. gen. Gasosaurus n. sp. constructus,species,Gasosaurus constructus,species,Bajocian,Oxfordian,170.9,154.8,Chordata,Reptilia,Theropoda,Gasosauridae,Gasosaurus,104.852501,29.411388,CN,Sichuan,Zigong,mid,120.57,32.23,109.43,28.97,118.35,41.89,Shaximiao,bed,sandstone,mudstone,lacustrine indet.,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,IVPP V7264,holotype,humerus,1.0,Gasosaurus constructus,length,237.0
402867,80194.0,n. gen. Gasosaurus n. sp. constructus,species,Gasosaurus constructus,species,Bajocian,Oxfordian,170.9,154.8,Chordata,Reptilia,Theropoda,Gasosauridae,Gasosaurus,104.852501,29.411388,CN,Sichuan,Zigong,mid,120.57,32.23,109.43,28.97,118.35,41.89,Shaximiao,bed,sandstone,mudstone,lacustrine indet.,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,IVPP V7264,holotype,femora,1.0,Gasosaurus constructus,length,425.0
402867,80195.0,n. gen. Gasosaurus n. sp. constructus,species,Gasosaurus constructus,species,Bajocian,Oxfordian,170.9,154.8,Chordata,Reptilia,Theropoda,Gasosauridae,Gasosaurus,104.852501,29.411388,CN,Sichuan,Zigong,mid,120.57,32.23,109.43,28.97,118.35,41.89,Shaximiao,bed,sandstone,mudstone,lacustrine indet.,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,IVPP V7264,holotype,tibia,1.0,Gasosaurus constructus,length,370.0
487793,80204.0,n. gen. Tugulusaurus n. sp. faciles,species,Tugulusaurus faciles,species,Late Aptian,Albian,119.5,100.5,Chordata,Reptilia,Theropoda,Hypsilophodontidae,Tugulusaurus,85.792046,46.043884,CN,Xinjiang,,mid,99.82,40.23,83.01,44.29,88.79,50.49,Lianmuqin,group of beds,mudstone,sandstone,lacustrine indet.,"macrofossils,mesofossils",body,poor,extreme,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,IVPP V4025,holotype,femur,1.0,Tugulusaurus faciles,length,240.0
487793,80205.0,n. gen. Tugulusaurus n. sp. faciles,species,Tugulusaurus faciles,species,Late Aptian,Albian,119.5,100.5,Chordata,Reptilia,Theropoda,Hypsilophodontidae,Tugulusaurus,85.792046,46.043884,CN,Xinjiang,,mid,99.82,40.23,83.01,44.29,88.79,50.49,Lianmuqin,group of beds,mudstone,sandstone,lacustrine indet.,"macrofossils,mesofossils",body,poor,extreme,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,IVPP V4025,holotype,tibia,1.0,Tugulusaurus faciles,length,240.0
487798,80210.0,n. gen. Xinjiangovenator n. sp. parvus,species,Xinjiangovenator parvus,species,Late Aptian,Albian,119.5,100.5,Chordata,Reptilia,Theropoda,Xinjiangovenatoridae,Xinjiangovenator,85.666664,46.099998,CN,Xinjiang,,mid,99.7,40.28,82.87,44.32,88.63,50.51,Lianmuqin,bed,mudstone,sandstone,terrestrial indet.,macrofossils,body,poor,extreme,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,IVPP V 4024-2,holotype,tibiotarsus,1.0,Xinjiangovenator parvus,length,312.0
819848,80212.0,n. gen. Australovenator n. sp. wintonensis,species,Australovenator wintonensis,species,Late Cenomanian,,100.5,93.9,Chordata,Reptilia,Theropoda,Megaraptoridae,Australovenator,142.52861,-22.199722,AU,Queensland,,mid,137.9,-62.04,131.54,-52.74,136.94,-51.77,Winton,bed,claystone,sandstone,fine channel fill,"macrofossils,mesofossils","body,concretion",good,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AODF 604,holotype,radius,1.0,Australovenator wintonensis,width,21.32
819848,80212.0,n. gen. Australovenator n. sp. wintonensis,species,Australovenator wintonensis,species,Late Cenomanian,,100.5,93.9,Chordata,Reptilia,Theropoda,Megaraptoridae,Australovenator,142.52861,-22.199722,AU,Queensland,,mid,137.9,-62.04,131.54,-52.74,136.94,-51.77,Winton,bed,claystone,sandstone,fine channel fill,"macrofossils,mesofossils","body,concretion",good,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AODF 604,holotype,radius,1.0,Australovenator wintonensis,length,213.0
819848,80213.0,n. gen. Australovenator n. sp. wintonensis,species,Australovenator wintonensis,species,Late Cenomanian,,100.5,93.9,Chordata,Reptilia,Theropoda,Megaraptoridae,Australovenator,142.52861,-22.199722,AU,Queensland,,mid,137.9,-62.04,131.54,-52.74,136.94,-51.77,Winton,bed,claystone,sandstone,fine channel fill,"macrofossils,mesofossils","body,concretion",good,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AODF 604,holotype,ulna,1.0,Australovenator wintonensis,width,29.5
819848,80213.0,n. gen. Australovenator n. sp. wintonensis,species,Australovenator wintonensis,species,Late Cenomanian,,100.5,93.9,Chordata,Reptilia,Theropoda,Megaraptoridae,Australovenator,142.52861,-22.199722,AU,Queensland,,mid,137.9,-62.04,131.54,-52.74,136.94,-51.77,Winton,bed,claystone,sandstone,fine channel fill,"macrofossils,mesofossils","body,concretion",good,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AODF 604,holotype,ulna,1.0,Australovenator wintonensis,length,269.0
819848,80214.0,n. gen. Australovenator n. sp. wintonensis,species,Australovenator wintonensis,species,Late Cenomanian,,100.5,93.9,Chordata,Reptilia,Theropoda,Megaraptoridae,Australovenator,142.52861,-22.199722,AU,Queensland,,mid,137.9,-62.04,131.54,-52.74,136.94,-51.77,Winton,bed,claystone,sandstone,fine channel fill,"macrofossils,mesofossils","body,concretion",good,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AODF 604,holotype,femora,1.0,Australovenator wintonensis,width,75.0
819848,80214.0,n. gen. Australovenator n. sp. wintonensis,species,Australovenator wintonensis,species,Late Cenomanian,,100.5,93.9,Chordata,Reptilia,Theropoda,Megaraptoridae,Australovenator,142.52861,-22.199722,AU,Queensland,,mid,137.9,-62.04,131.54,-52.74,136.94,-51.77,Winton,bed,claystone,sandstone,fine channel fill,"macrofossils,mesofossils","body,concretion",good,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AODF 604,holotype,femora,1.0,Australovenator wintonensis,length,578.0
819848,80215.0,n. gen. Australovenator n. sp. wintonensis,species,Australovenator wintonensis,species,Late Cenomanian,,100.5,93.9,Chordata,Reptilia,Theropoda,Megaraptoridae,Australovenator,142.52861,-22.199722,AU,Queensland,,mid,137.9,-62.04,131.54,-52.74,136.94,-51.77,Winton,bed,claystone,sandstone,fine channel fill,"macrofossils,mesofossils","body,concretion",good,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AODF 604,holotype,tibia,1.0,Australovenator wintonensis,length,564.0
819848,80215.0,n. gen. Australovenator n. sp. wintonensis,species,Australovenator wintonensis,species,Late Cenomanian,,100.5,93.9,Chordata,Reptilia,Theropoda,Megaraptoridae,Australovenator,142.52861,-22.199722,AU,Queensland,,mid,137.9,-62.04,131.54,-52.74,136.94,-51.77,Winton,bed,claystone,sandstone,fine channel fill,"macrofossils,mesofossils","body,concretion",good,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AODF 604,holotype,tibia,1.0,Australovenator wintonensis,circumference,153.0
819848,80216.0,n. gen. Australovenator n. sp. wintonensis,species,Australovenator wintonensis,species,Late Cenomanian,,100.5,93.9,Chordata,Reptilia,Theropoda,Megaraptoridae,Australovenator,142.52861,-22.199722,AU,Queensland,,mid,137.9,-62.04,131.54,-52.74,136.94,-51.77,Winton,bed,claystone,sandstone,fine channel fill,"macrofossils,mesofossils","body,concretion",good,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AODF 604,holotype,fibula,1.0,Australovenator wintonensis,length,538.0
819848,80216.0,n. gen. Australovenator n. sp. wintonensis,species,Australovenator wintonensis,species,Late Cenomanian,,100.5,93.9,Chordata,Reptilia,Theropoda,Megaraptoridae,Australovenator,142.52861,-22.199722,AU,Queensland,,mid,137.9,-62.04,131.54,-52.74,136.94,-51.77,Winton,bed,claystone,sandstone,fine channel fill,"macrofossils,mesofossils","body,concretion",good,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AODF 604,holotype,fibula,1.0,Australovenator wintonensis,diameter,59.0
819848,80217.0,n. gen. Australovenator n. sp. wintonensis,species,Australovenator wintonensis,species,Late Cenomanian,,100.5,93.9,Chordata,Reptilia,Theropoda,Megaraptoridae,Australovenator,142.52861,-22.199722,AU,Queensland,,mid,137.9,-62.04,131.54,-52.74,136.94,-51.77,Winton,bed,claystone,sandstone,fine channel fill,"macrofossils,mesofossils","body,concretion",good,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AODF 604,holotype,tibia,1.0,Australovenator wintonensis,length,569.0
819848,80217.0,n. gen. Australovenator n. sp. wintonensis,species,Australovenator wintonensis,species,Late Cenomanian,,100.5,93.9,Chordata,Reptilia,Theropoda,Megaraptoridae,Australovenator,142.52861,-22.199722,AU,Queensland,,mid,137.9,-62.04,131.54,-52.74,136.94,-51.77,Winton,bed,claystone,sandstone,fine channel fill,"macrofossils,mesofossils","body,concretion",good,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AODF 604,holotype,tibia,1.0,Australovenator wintonensis,circumference,165.0
819848,80218.0,n. gen. Australovenator n. sp. wintonensis,species,Australovenator wintonensis,species,Late Cenomanian,,100.5,93.9,Chordata,Reptilia,Theropoda,Megaraptoridae,Australovenator,142.52861,-22.199722,AU,Queensland,,mid,137.9,-62.04,131.54,-52.74,136.94,-51.77,Winton,bed,claystone,sandstone,fine channel fill,"macrofossils,mesofossils","body,concretion",good,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AODF 604,holotype,ulna,1.0,Australovenator wintonensis,width,26.4
819848,80218.0,n. gen. Australovenator n. sp. wintonensis,species,Australovenator wintonensis,species,Late Cenomanian,,100.5,93.9,Chordata,Reptilia,Theropoda,Megaraptoridae,Australovenator,142.52861,-22.199722,AU,Queensland,,mid,137.9,-62.04,131.54,-52.74,136.94,-51.77,Winton,bed,claystone,sandstone,fine channel fill,"macrofossils,mesofossils","body,concretion",good,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AODF 604,holotype,ulna,1.0,Australovenator wintonensis,length,268.0
819769,80219.0,n. gen. Aerosteon n. sp. riocoloradensis,species,Aerosteon riocoloradensis,species,Early Campanian,Middle Campanian,83.6,72.1,Chordata,Reptilia,Theropoda,Megaraptoridae,Aerosteon,-69.330498,-37.134998,AR,Mendoza,Malargüe,mid,-50.35,-38.05,-53.61,-38.93,-48.28,-40.34,Anacleto,bed,not reported,not reported,terrestrial indet.,macrofossils,body,good,frequent,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MCNA-PV-3137,holotype,scapula,1.0,Aerosteon riocoloradensis,length,570.0
819769,80220.0,n. gen. Aerosteon n. sp. riocoloradensis,species,Aerosteon riocoloradensis,species,Early Campanian,Middle Campanian,83.6,72.1,Chordata,Reptilia,Theropoda,Megaraptoridae,Aerosteon,-69.330498,-37.134998,AR,Mendoza,Malargüe,mid,-50.35,-38.05,-53.61,-38.93,-48.28,-40.34,Anacleto,bed,not reported,not reported,terrestrial indet.,macrofossils,body,good,frequent,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MCNA-PV-3137,holotype,coracoid,1.0,Aerosteon riocoloradensis,length,276.0
